product_name,category,total_sales,total_profit
Storex Flexible Poly Binders with Double Pockets,Office Supplies,10.824,-2.0064
"Strathmore #10 Envelopes, Ultimate White",Office Supplies,632.52,309.9348
Strathmore Photo Frame Cards,Office Supplies,116.96,53.8016
Strathmore Photo Mount Cards,Office Supplies,245.436,106.3104
"Stride Job 150 Highlighters, Chisel Tip, Assorted Colors",Office Supplies,17.94,6.4584
"Stur-D-Stor Shelving, Vertical 5-Shelf: 72""H x 36""W x 18 1/2""D",Office Supplies,2552.54,51.0508
"Super Bands, 12/Pack",Office Supplies,33.48,-2.604
Super Decoflex Portable Personal File,Office Supplies,179.76,39.5472
Surelock Post Binders,Office Supplies,653.984,210.864
Swingline SM12-08 MicroCut Jam Free Shredder,Technology,2359.941,-447.9888
"TOPS ""Important Message"" Pads, Canary, 4-1/4 x 5-1/2, 50 Sheets per Pad",Office Supplies,70.192,31.6292
"TOPS 4 x 6 Fluorescent Color Memo Sheets, 500 Sheets per Pack",Office Supplies,102.492,37.1059
"TOPS Carbonless Receipt Book, Four 2-3/4 x 7-1/4 Money Receipts per Page",Office Supplies,406.464,178.704
"TOPS Money Receipt Book, Consecutively Numbered in Red,",Office Supplies,88.11,39.6495
"TOPS Voice Message Log Book, Flash Format",Office Supplies,49.504,20.3728
"TRENDnet 56K USB 2.0 Phone, Internet and Fax Modem",Technology,626.538,212.298
"Telephone Message Books with Fax/Mobile Section, 4 1/4"" x 6""",Office Supplies,51.12,21.96
"Telephone Message Books with Fax/Mobile Section, 5 1/2"" x 3 3/16""",Office Supplies,99.06,40.767
Telescoping Adjustable Floor Lamp,Furniture,143.928,-5.997
"Tenex ""The Solids"" Textured Chair Mats",Furniture,1469.16,-40.5768
"Tenex 46"" x 60"" Computer Anti-Static Chairmat, Rectangular Shaped",Furniture,2267.972,148.372
Tenex Antistatic Computer Chair Mats,Furniture,3317.012,-530.038
Tenex B1-RE Series Chair Mats for Low Pile Carpets,Furniture,1002.364,124.6058
"Tenex Carpeted, Granite-Look or Clear Contemporary Contour Shape Chair Mats",Furniture,763.668,-222.7365
"Tenex Chairmat w/ Average Lip, 45"" x 53""",Furniture,2058.496,-529.76
Tenex Chairmats For Use With Carpeted Floors,Furniture,175.78,8.789
Tenex Chairmats For Use with Hard Floors,Furniture,467.712,-129.92
"Tenex Contemporary Contur Chairmats for Low and Medium Pile Carpet, Computer, 39"" x 49""",Furniture,1010.782,150.542
"Tenex File Box, Personal Filing Tote with Lid, Black",Office Supplies,338.118,62.6604
"Tenex Personal Filing Tote With Secure Closure Lid, Black/Frost",Office Supplies,279.18,23.265
"Tenex Personal Project File with Scoop Front Design, Black",Office Supplies,517.632,118.624
"Tenex Personal Self-Stacking Standard File Box, Black/Gray",Office Supplies,229.976,44.8115
"Tenex Traditional Chairmats for Hard Floors, Average Lip, 36"" x 48""",Furniture,180.46,-46.404
"Tenex Traditional Chairmats for Medium Pile Carpet, Standard Lip, 36"" x 48""",Furniture,1322.17,172.246
"Tenex V2T-RE Standard Weight Series Chair Mat, 45"" x 53"", Lip 25"" x 12""",Furniture,468.468,51.1056
Tennsco 16-Compartment Lockers with Coat Rack,Office Supplies,7515.524,1114.3708
Tennsco 6- and 18-Compartment Lockers,Office Supplies,10925.004,1575.1098
Tennsco Commercial Shelving,Office Supplies,374.256,-48.6126
Tennsco Double-Tier Lockers,Office Supplies,9630.856,429.7882
Tennsco Industrial Shelving,Office Supplies,1281.442,-108.5802
"Tennsco Lockers, Gray",Office Supplies,402.816,-26.4348
"Tennsco Lockers, Sand",Office Supplies,407.012,56.2264
Tennsco Regal Shelving Units,Office Supplies,1764.534,-6.0846
Tennsco Single-Tier Lockers,Office Supplies,9158.296,-825.748
"Tennsco Snap-Together Open Shelving Units, Starter Sets and Add-On Units",Office Supplies,6819.312,181.662
"Tennsco Stur-D-Stor Boltless Shelving, 5 Shelves, 24"" Deep, Sand",Office Supplies,4384.044,-36.5337
"Tensor ""Hersey Kiss"" Styled Floor Lamp",Furniture,93.528,2.0784
Tensor Brushed Steel Torchiere Floor Lamp,Furniture,146.114,6.796
Tensor Computer Mounted Lamp,Furniture,536.04,144.7308
Tensor Track Tree Floor Lamp,Furniture,299.85,38.1809
Texas Instrument TI-15 Fraction Calculator,Technology,41.905,-20.519
Texas Instruments TI-34 Scientific Calculator,Technology,204.507,64.6506
Things To Do Today Pad,Office Supplies,138.532,59.1696
Things To Do Today Spiral Book,Office Supplies,82.368,29.8584
Tops Green Bar Computer Printout Paper,Office Supplies,342.58,171.29
Tops White Computer Printout Paper,Office Supplies,684.74,321.8278
Tops Wirebound Message Log Books,Office Supplies,73.696,29.281
Toshiba IPT2010-SD IP�Telephone,Technology,3613.74,425.3094
Translucent Push Pins by OIC,Office Supplies,24.552,5.841
"Trav-L-File Heavy-Duty Shuttle II, Black",Office Supplies,1193.818,278.848
Trimflex Flexible Post Binders,Office Supplies,346.356,112.8864
Tripp Lite Isotel 6 Outlet Surge Protector with Fax/Modem Protection,Office Supplies,1243.788,74.9931
Tripp Lite Isotel 8 Ultra 8 Outlet Metal Surge,Office Supplies,823.252,-17.0328
Tripp Lite TLP810NET Broadband Surge for Modem/Fax,Office Supplies,937.848,130.4832
Tuf-Vin Binders,Office Supplies,669.496,234.3236
Tuff Stuff Recycled Round Ring Binders,Office Supplies,80.494,23.9554
Turquoise Lead Holder with Pocket Clip,Office Supplies,37.52,10.586
"Tyvek  Top-Opening Peel & Seel  Envelopes, Gray",Office Supplies,610.98,274.941
"Tyvek  Top-Opening Peel & Seel Envelopes, Plain White",Office Supplies,570.78,225.0504
"Tyvek Interoffice Envelopes, 9 1/2"" x 12 1/2"", 100/Box",Office Supplies,939.092,421.9816
Tyvek Side-Opening Peel & Seel Expanding Envelopes,Office Supplies,1266.72,570.024
Ultra Commercial Grade Dual Valve Door Closer,Furniture,63.824,9.5736
"Ultra Door Kickplate, 8""H x 34""W",Furniture,158.24,27.692
Ultra Door Pull Handle,Furniture,265.104,74.7972
Ultra Door Push Plate,Furniture,149.264,37.4142
UniKeep View Case Binders,Office Supplies,28.851,-5.4768
Universal Premium White Copier/Laser Paper (20Lb. and 87 Bright),Office Supplies,129.168,55.9728
"Universal Recycled Hanging Pressboard Report Binders, Letter Size",Office Supplies,72.806,8.638
"Universal Ultra Bright White Copier/Laser Paper, 8 1/2"" x 11"", Ream",Office Supplies,15.552,5.6376
Unpadded Memo Slips,Office Supplies,18.308,8.358
V7 USB Numeric Keypad,Technology,461.868,-58.7832
VTech DS6151,Technology,2746.582,478.762
VariCap6 Expandable Binder,Office Supplies,122.83,31.14
"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 1/Pack",Technology,83.44,11.473
"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 10/Pack",Technology,150.67,41.9558
"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 25/Pack",Technology,248.292,91.0404
"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 3/Pack",Technology,184.536,67.104
"Verbatim Slim CD and DVD Storage Cases, 50/Pack",Technology,80.78,16.156
"Vinyl Coated Wire Paper Clips in Organizer Box, 800/Box",Office Supplies,296.184,119.7364
Vinyl Sectional Post Binders,Office Supplies,901.03,147.03
"Vtech AT&T CL2940 Corded Speakerphone, Black",Technology,71.976,24.2919
Vtech CS6719,Technology,2630.126,418.5164
WD My Passport Ultra 1TB Portable External Hard Drive,Technology,1007.4,33.81
WD My Passport Ultra 2TB Portable External Hard Drive,Technology,3998.4,499.8
WD My Passport Ultra 500GB Portable External Hard Drive,Technology,708.0,120.36
Wasp CCD Handheld Bar Code Reader,Technology,336.51,44.868
Wausau Papers Astrobrights Colored Envelopes,Office Supplies,50.232,22.7838
Westinghouse Clip-On Gooseneck Lamps,Furniture,279.558,44.1936
"Westinghouse Floor Lamp with Metal Mesh Shade, Black",Furniture,167.93,38.6239
"Westinghouse Mesh Shade Clip-On Gooseneck Lamp, Black",Furniture,84.84,22.0584
Weyerhaeuser First Choice Laser/Copy Paper (20Lb. and 88 Bright),Office Supplies,155.52,71.28
"While You Were Out Pads, 50 per Pad, 4 x 5 1/4, Green Cycle",Office Supplies,50.138,18.7781
"White Business Envelopes with Contemporary Seam, Recycled White Business Envelopes",Office Supplies,336.952,150.972
White Computer Printout Paper by Universal,Office Supplies,1279.08,547.6788
"White Dual Perf Computer Printout Paper, 2700 Sheets, 1 Part, Heavyweight, 20 lbs., 14 7/8 x 11",Office Supplies,909.978,408.2604
"White Envelopes, White Envelopes with Clear Poly Window",Office Supplies,320.25,139.08
White GlueTop Scratch Pads,Office Supplies,186.496,72.7936
Wi-Ex zBoost YX540 Cellular Phone Signal Booster,Technology,2481.15,540.015
Wilson Electronics DB Pro Signal Booster,Technology,8878.4,515.52
"Wilson Jones 1"" Hanging DublLock Ring Binders",Office Supplies,117.744,-8.5536
Wilson Jones 14 Line Acrylic Coated Pressboard Data Binders,Office Supplies,100.392,35.2974
Wilson Jones Active Use Binders,Office Supplies,115.024,37.0552
Wilson Jones Century Plastic Molded Ring Binders,Office Supplies,583.637,55.2482
"Wilson Jones Clip & Carry Folder Binder Tool for Ring Binders, Clear",Office Supplies,191.98,50.228
Wilson Jones Custom Binder Spines & Labels,Office Supplies,41.344,-19.6928
Wilson Jones DublLock D-Ring Binders,Office Supplies,35.775,15.525
Wilson Jones Easy Flow II Sheet Lifters,Office Supplies,51.48,5.616
"Wilson Jones Elliptical Ring 3 1/2"" Capacity Binders, 800 sheets",Office Supplies,834.6,-82.176
Wilson Jones Four-Pocket Poly Binders,Office Supplies,62.13,5.4282
Wilson Jones Hanging Recycled Pressboard Data Binders,Office Supplies,32.648,1.7808
"Wilson Jones Hanging View Binder, White, 1""",Office Supplies,143.42,55.238
Wilson Jones Heavy-Duty Casebound Ring Binders with Metal Hinges,Office Supplies,554.24,157.9584
Wilson Jones Impact Binders,Office Supplies,134.68,23.7244
Wilson Jones International Size A4 Ring Binders,Office Supplies,174.73,12.802
Wilson Jones Leather-Like Binders with DublLock Round Rings,Office Supplies,238.329,25.4916
"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue",Office Supplies,1217.106,215.5548
Wilson Jones Legal Size Ring Binders,Office Supplies,532.158,48.378
Wilson Jones Standard D-Ring Binders,Office Supplies,96.646,26.9192
Wilson Jones Suede Grain Vinyl Binders,Office Supplies,16.402,5.0596
Wilson Jones Turn Tabs Binder Tool for Ring Binders,Office Supplies,212.08,58.5148
Wilson Jones data.warehouse D-Ring Binders with DublLock,Office Supplies,66.663,15.3078
Wilson Jones �Snap� Scratch Pad Binder Tool for Ring Binders,Office Supplies,100.92,30.74
Wilson SignalBoost 841262 DB PRO Amplifier Kit,Technology,5327.26,1043.855
"Wirebound Four 2-3/4 x 5 Forms per Page, 400 Sets per Book",Office Supplies,119.97,47.601
"Wirebound Message Book, 4 per Page",Office Supplies,184.62,87.6945
"Wirebound Message Books, 2 7/8"" x 5"", 3 Forms per Page",Office Supplies,108.416,44.9856
"Wirebound Message Books, 5-1/2 x 4 Forms, 2 or 4 Forms per Page",Office Supplies,72.252,31.3092
"Wirebound Message Books, Four 2 3/4 x 5 Forms per Page, 200 Sets per Book",Office Supplies,115.434,47.223
"Wirebound Message Books, Four 2 3/4 x 5 White Forms per Page",Office Supplies,218.094,95.2656
"Wirebound Message Books, Four 2 3/4"" x 5"" Forms per Page, 600 Sets per Book",Office Supplies,246.582,109.0152
"Wirebound Message Books, Two 4 1/4"" x 5"" Forms per Page",Office Supplies,109.584,49.0845
"Wirebound Message Forms, Four 2 3/4 x 5 Forms per Page, Pink Paper",Office Supplies,35.948,14.2975
"Wirebound Service Call Books, 5 1/2"" x 4""",Office Supplies,125.84,60.4032
Wirebound Voice Message Log Book,Office Supplies,15.232,4.9504
Wireless Extenders zBoost YX545 SOHO Signal Booster,Technology,4044.386,733.2812
Woodgrain Magazine Files by Perma,Office Supplies,69.136,2.6224
X-Rack File for Hanging Folders,Office Supplies,318.378,67.74
Xblue XB-1670-86 X16 Small�Office Telephone�- Titanium,Technology,604.752,132.2895
Xerox 188,Office Supplies,213.192,97.524
Xerox 1880,Office Supplies,623.744,285.6464
Xerox 1881,Office Supplies,454.36,207.0408
Xerox 1882,Office Supplies,615.78,273.1824
Xerox 1883,Office Supplies,881.092,354.0196
Xerox 1884,Office Supplies,543.456,204.5952
Xerox 1885,Office Supplies,960.8,461.184
Xerox 1886,Office Supplies,651.44,302.728
Xerox 1887,Office Supplies,512.19,216.258
Xerox 1888,Office Supplies,1231.656,539.2656
Xerox 1889,Office Supplies,516.624,236.328
Xerox 189,Office Supplies,1782.45,746.532
Xerox 1890,Office Supplies,244.7,122.35
Xerox 1891,Office Supplies,1320.57,542.901
Xerox 1892,Office Supplies,178.296,79.458
Xerox 1893,Office Supplies,1434.65,619.3589
Xerox 1894,Office Supplies,169.776,78.7968
Xerox 1895,Office Supplies,191.36,82.823
Xerox 1896,Office Supplies,49.95,22.4775
Xerox 1897,Office Supplies,67.728,27.0912
Xerox 1898,Office Supplies,280.56,120.7744
Xerox 1899,Office Supplies,69.36,28.0908
Xerox 19,Office Supplies,415.132,159.547
Xerox 190,Office Supplies,29.88,14.0436
Xerox 1900,Office Supplies,105.288,44.084
Xerox 1901,Office Supplies,16.896,5.28
Xerox 1902,Office Supplies,82.224,32.8896
Xerox 1903,Office Supplies,138.736,65.5408
Xerox 1905,Office Supplies,146.448,68.9472
Xerox 1906,Office Supplies,1098.64,497.5776
Xerox 1907,Office Supplies,122.8,57.716
Xerox 1908,Office Supplies,1712.988,799.3944
Xerox 1909,Office Supplies,970.784,400.976
Xerox 191,Office Supplies,767.232,354.2454
Xerox 1910,Office Supplies,586.088,236.3568
Xerox 1911,Office Supplies,603.54,279.736
Xerox 1912,Office Supplies,201.082,92.5736
Xerox 1913,Office Supplies,865.488,375.0448
Xerox 1914,Office Supplies,956.304,423.7416
Xerox 1915,Office Supplies,2789.01,1262.394
Xerox 1916,Office Supplies,831.98,342.58
Xerox 1917,Office Supplies,1222.75,574.6925
Xerox 1918,Office Supplies,155.04,75.9696
Xerox 1919,Office Supplies,1565.818,729.622
Xerox 192,Office Supplies,142.56,68.4288
Xerox 1920,Office Supplies,89.7,40.365
Xerox 1921,Office Supplies,55.944,17.4825
Xerox 1922,Office Supplies,11.952,4.3326
Xerox 1923,Office Supplies,94.856,39.2784
Xerox 1924,Office Supplies,60.112,24.7384
Xerox 1925,Office Supplies,489.484,182.782
Xerox 1926,Office Supplies,34.86,16.3842
Xerox 1927,Office Supplies,65.056,22.684
Xerox 1928,Office Supplies,124.608,49.104
Xerox 1929,Office Supplies,351.736,154.3984
Xerox 193,Office Supplies,77.74,38.0926
Xerox 1930,Office Supplies,138.672,59.3568
Xerox 1931,Office Supplies,209.952,88.6464
Xerox 1932,Office Supplies,85.056,28.7064
Xerox 1933,Office Supplies,294.72,138.5184
Xerox 1934,Office Supplies,1097.208,526.212
Xerox 1935,Office Supplies,538.152,239.0028
Xerox 1936,Office Supplies,155.844,60.5394
Xerox 1937,Office Supplies,499.616,199.8464
Xerox 1938,Office Supplies,268.24,93.884
Xerox 1939,Office Supplies,417.34,200.3232
Xerox 194,Office Supplies,443.84,184.1936
Xerox 1940,Office Supplies,615.552,279.1968
Xerox 1941,Office Supplies,1740.51,704.592
Xerox 1942,Office Supplies,597.068,278.958
Xerox 1943,Office Supplies,743.432,328.6752
Xerox 1944,Office Supplies,573.648,257.3664
Xerox 1945,Office Supplies,1696.986,756.2655
Xerox 1946,Office Supplies,79.056,35.2512
Xerox 1947,Office Supplies,136.344,54.119
Xerox 1948,Office Supplies,149.85,67.4325
Xerox 1949,Office Supplies,114.54,43.4256
Xerox 195,Office Supplies,164.328,70.5408
Xerox 1950,Office Supplies,49.708,23.1778
Xerox 1951,Office Supplies,755.912,244.742
Xerox 1952,Office Supplies,97.608,44.82
Xerox 1953,Office Supplies,47.08,18.832
Xerox 1954,Office Supplies,84.48,32.208
Xerox 1955,Office Supplies,182.72,59.384
Xerox 1956,Office Supplies,89.7,40.9032
Xerox 1957,Office Supplies,95.904,39.7224
Xerox 1958,Office Supplies,32.4,15.552
Xerox 1959,Office Supplies,133.6,60.6544
Xerox 196,Office Supplies,92.48,39.4196
Xerox 1960,Office Supplies,879.832,334.584
Xerox 1962,Office Supplies,109.568,43.656
Xerox 1963,Office Supplies,77.088,27.72
Xerox 1964,Office Supplies,721.744,314.7352
Xerox 1965,Office Supplies,56.212,25.714
Xerox 1966,Office Supplies,79.056,32.7888
Xerox 1967,Office Supplies,89.424,38.88
Xerox 1968,Office Supplies,165.664,75.3504
Xerox 1969,Office Supplies,11.56,5.6644
Xerox 197,Office Supplies,501.876,195.174
Xerox 1970,Office Supplies,101.592,43.5252
Xerox 1971,Office Supplies,113.848,47.936
Xerox 1972,Office Supplies,46.464,17.424
Xerox 1973,Office Supplies,169.016,70.3472
Xerox 1974,Office Supplies,57.408,26.91
Xerox 1975,Office Supplies,69.984,30.3264
Xerox 1976,Office Supplies,36.288,12.7008
Xerox 1977,Office Supplies,130.928,61.456
Xerox 1978,Office Supplies,174.556,74.3308
Xerox 1979,Office Supplies,328.388,140.959
Xerox 198,Office Supplies,75.696,33.4656
Xerox 1980,Office Supplies,34.24,15.408
Xerox 1981,Office Supplies,70.752,30.096
Xerox 1982,Office Supplies,237.536,89.5328
Xerox 1983,Office Supplies,29.9,14.651
Xerox 1984,Office Supplies,12.96,6.3504
Xerox 1985,Office Supplies,25.92,9.072
Xerox 1986,Office Supplies,85.504,40.3472
Xerox 1987,Office Supplies,92.48,45.3152
Xerox 1988,Office Supplies,1102.888,404.289
Xerox 1989,Office Supplies,7.968,2.6892
Xerox 199,Office Supplies,57.352,19.688
Xerox 1990,Office Supplies,36.96,13.728
Xerox 1991,Office Supplies,575.568,254.8944
Xerox 1992,Office Supplies,86.112,40.365
Xerox 1993,Office Supplies,147.744,68.4288
Xerox 1994,Office Supplies,76.464,32.6592
Xerox 1995,Office Supplies,121.824,47.6928
Xerox 1996,Office Supplies,176.256,81.9072
Xerox 1997,Office Supplies,178.848,77.76
Xerox 1998,Office Supplies,46.656,16.3296
Xerox 1999,Office Supplies,98.496,41.2128
Xerox 2,Office Supplies,137.376,53.136
Xerox 20,Office Supplies,6.48,3.1104
Xerox 200,Office Supplies,84.24,33.696
Xerox 2000,Office Supplies,84.24,37.0656
Xerox 201,Office Supplies,110.16,46.1376
Xerox 202,Office Supplies,171.072,76.7232
Xerox 203,Office Supplies,143.856,62.9856
Xerox 204,Office Supplies,110.16,52.8768
Xerox 205,Office Supplies,150.336,69.4656
Xerox 206,Office Supplies,60.912,23.8464
Xerox 207,Office Supplies,40.176,16.5888
Xerox 208,Office Supplies,54.432,24.1056
Xerox 209,Office Supplies,187.92,90.2016
Xerox 21,Office Supplies,124.416,43.5456
Xerox 210,Office Supplies,95.904,35.2512
Xerox 211,Office Supplies,104.976,40.9536
Xerox 212,Office Supplies,141.264,57.024
Xerox 213,Office Supplies,111.456,50.8032
Xerox 214,Office Supplies,215.136,90.4608
Xerox 215,Office Supplies,45.36,21.7728
Xerox 216,Office Supplies,238.464,96.9408
Xerox 217,Office Supplies,151.632,67.392
Xerox 218,Office Supplies,49.248,22.2912
Xerox 219,Office Supplies,97.2,46.656
Xerox 22,Office Supplies,75.168,31.3632
Xerox 220,Office Supplies,145.152,60.912
Xerox 221,Office Supplies,80.352,33.1776
Xerox 222,Office Supplies,134.784,60.6528
Xerox 223,Office Supplies,58.32,27.9936
Xerox 224,Office Supplies,95.904,38.6208
Xerox 225,Office Supplies,196.992,85.7952
Xerox 226,Office Supplies,334.368,155.7792
Xerox 227,Office Supplies,120.528,46.3968
Xerox 228,Office Supplies,97.2,46.656
Xerox 229,Office Supplies,85.536,34.992
Xerox 23,Office Supplies,141.264,63.7632
Xerox 230,Office Supplies,127.008,56.2464
Xerox 231,Office Supplies,79.056,31.8816
Xerox 232,Office Supplies,120.528,56.5056
Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright),Office Supplies,139.392,52.272
Xerox Blank Computer Paper,Office Supplies,99.9,46.953
"Xerox Color Copier Paper, 11"" x 17"", Ream",Office Supplies,593.84,260.8328
Xerox WorkCentre 6505DN Laser Multifunction Printer,Technology,2519.958,-251.9958
Xiaomi Mi3,Technology,2279.96,592.7896
"XtraLife ClearVue Slant-D Ring Binder, White, 3""",Office Supplies,386.084,76.9232
XtraLife ClearVue Slant-D Ring Binders by Cardinal,Office Supplies,72.912,-13.328
Zebra GK420t Direct Thermal/Thermal Transfer Printer,Technology,703.71,-938.28
Zebra GX420t Direct Thermal/Thermal Transfer Printer,Technology,5787.355,509.712
Zebra ZM400 Thermal Label Printer,Technology,6965.7,3343.536
Zebra Zazzle Fluorescent Highlighters,Office Supplies,100.928,20.672
Zipper Ring Binder Pockets,Office Supplies,81.744,11.7312
i.Sound Portable Power - 8000 mAh,Technology,413.322,-58.8189
iHome FM Clock Radio with Lightning Dock,Technology,699.9,17.4975
"iKross Bluetooth Portable Keyboard + Cell Phone Stand Holder + Brush for Apple iPhone 5S 5C 5, 4S 4",Technology,477.66,115.644
iOttie HLCRIO102 Car Mount,Technology,215.892,-11.994
iOttie XL Car Mount,Technology,223.888,-50.3748
invisibleSHIELD by ZAGG Smudge-Free Screen Protector,Technology,442.554,171.2648
netTALK DUO VoIP Telephone Service,Technology,1112.788,430.418
